編號,屬性,機構名稱,負責人,區域別,地址,電話,收容對象,立案日期,核定床數,備註
182,私立,新北市私立佳興老人長期照顧中心（養護型）,黃薏蓁,新莊區,新北市新莊區公園路226號2樓,02-89920004,養護,104.01,21,
183,私立,新北市私立珍珍老人長期照顧中心（養護型）,吳馥珍,新莊區,新北市新莊區化成路354號3樓,02-29981530,養護,104.07,31,
184,私立,新北市私立永瑞老人長期照顧中心（養護型）,李瑞昌,新莊區,新北市新莊區化成路354號4樓,02-29941223,養護,100.01,31,
185,私立,新北市私立景馨老人長期照顧中心（養護型）,陳素琦,新莊區,新北市新莊區化成路63巷41號3樓,02-89921892,養護,98.06,29,
186,私立,新北市私立家安老人長期照顧中心(養護型),王宇文,新莊區,新北市新莊區思源路117號(2層)、119號、119號2樓、121號2樓、123號2樓,02-89929235,養護,103.04,49,
187,私立,新北市私立馨安老人長期照顧中心（養護型）,楊薇薇,新莊區,新北市新莊區思源路119號3樓、121號3樓、123號3樓,02-29921656,養護,102.08,39,
188,私立,新北市私立安馨老人長期照顧中心（養護型）,黃正和,新莊區,新北市新莊區思源路119號4樓、121號4樓、123號4樓,02-29920766,養護,99.08,42,
189,私立,新北市私立常福緣老人長期照顧中心(養護型),呂宗紘,新莊區,新北市新莊區思源路87巷18號3樓,02-89933507,養護,106.06,38,
190,私立,新北市私立景頤老人長期照顧中心(養護型),游皓傑,新莊區,新北市新莊區思源路87巷18號3樓之1,02-22772203,養護,106.06,44,
191,私立,新北市私立景福老人長期照顧中心（養護型）,謝天,新莊區,新北市新莊區新莊路192號,02-22798833,養護,100.1,35,
192,私立,新北市私立老吾老老人長期照顧中心（養護型）,邱垂諒,新莊區,新北市新莊區新樹路315巷1號4樓、1號5樓,02-22020119,養護,101.07,46,
193,私立,新北市私立佳康老人長期照顧中心（養護型）,羅淑玲,新莊區,新北市新莊區雙鳳路109號4樓、111號4樓、113號4樓,02-29083466,養護,101.09,49,
194,私立,新北市私立盛禾老人長期照顧中心（養護型）,李梓帆,新莊區,新北市新莊區雙鳳路117號4樓、119號4樓、121號4樓,02-29081656,養護,101.11,47,
195,私立,新北市私立吉康老人長期照顧中心(養護型),黃秋雄,新莊區,新北市新莊區雙鳳路121號6樓,02-29031720,養護,105.04,29,
196,私立,新北市私立健安老人長期照顧中心（養護型）,廖文義,新莊區,新北市新莊區雙鳳路121號7樓、123號7樓,02-29031356,養護,103.12,37,
197,私立,新北市私立宏祈老人長期照顧中心（養護型）,簡文生,瑞芳區,新北市瑞芳區大埔路110號,02-24579446,養護,102.07,48,
198,私立,新北市私立頤瑞老人長期照顧中心（養護型）,柯素惠,瑞芳區,新北市瑞芳區明燈路3段180號、180號2樓、180號3樓,02-24063372,養護,99.06,49,
199,私立,財團法人新北市私立馨園老人養護中心,應?煇,萬里區,新北市萬里區公?崙23-1號,02-24989331,養護,89.04,160,
200,公立,新北市立仁愛之家,吳欽仁,萬里區,新北市萬里區玉田路61號,02-24922511,"養護
安養",64.07,416,
201,私立,新北市私立慈嘉老人長期照顧中心（養護型）,林彩吟,樹林區,新北市樹林區大安路323巷10弄14號、16號、18號、20號,02-26863706,養護,89.07,38,
202,私立,新北市私立嘉恩老人長期照顧中心（養護型）,簡瑾甄,樹林區,新北市樹林區大安路512號3樓、516號3樓、518號3樓,02-26833348,養護,101.03,47,
203,私立,新北市私立恆愛老人長期照顧中心（養護型）,李麗華,樹林區,新北市樹林區中山路2段151巷12號5樓、12之1號5樓,02-86852927,養護,103.08,39,
204,私立,新北市私立禾閤老人長期照顧中心(養護型),張雅玲,樹林區,新北市樹林區中山路2段162號,02-26852999,養護,105.07,33,
205,私立,新北市私立慈泰老人長期照顧中心（養護型）,簡士閔,樹林區,新北市樹林區中正路632巷1號,02-26899333,養護,100.06,47,
206,私立,新北市私立嘉宥老人長期照顧中心(養護型),簡瑾甄,樹林區,新北市樹林區中正路632巷1號（2層）,02-26863706,養護,106.07,49,
207,私立,新北市私立保安老人長期照顧中心(養護型),唐台勇,樹林區,新北市樹林區保安街二段64號4樓、64號5樓、64號6樓,02-26863810,養護,103.06,48,
208,私立,新北市私立恩祥老人長期照顧中心（養護型）,黃冠銘,蘆洲區,新北市蘆洲區三民路26巷51號3樓,02-22885959,養護,103.03,49,
209,私立,新北市私立吉立老人養護中心,王輝鴻,蘆洲區,新北市蘆洲區中山一路238、240號各2樓,02-22855703,養護,93.12,19,
210,私立,新北市私立佳緣老人長期照顧中心（養護型）,邱菊珍,鶯歌區,新北市鶯歌區中山路41號、41號2樓、41號3樓、41號4樓,02-26707278,養護,101.11,47,
211,私立,新北市私立愛鄰田園老人長期照顧中心（養護型）,陳達彥,鶯歌區,新北市鶯歌區建國路596巷38號、40號,02-86773288,養護,100.1,40,
212,私立,新北市私立大漢老人長期照顧中心（養護型）,陳玉美,汐止區,新北市汐止區福德路38號5樓之1,02-26932918,養護,102.03,49,
213,私立,新北市私立匯福老人長期照顧中心（養護型）,廖麗如,新店區,新北市新店區竹林路99號1樓-4樓,02-22178035,養護,93.01,48,
214,私立,新北市私立溫馨園老人長期照顧中心（養護型）,蕭曙球,鶯歌區,新北市鶯歌區建國路85號4樓,02-26782277,養護,101.08,49,
